,path,is_valid
0,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
1,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
2,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
3,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
4,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
5,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
6,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
7,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
8,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
9,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
10,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
11,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
12,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
13,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
14,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
15,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
16,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
17,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
18,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
19,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
20,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
21,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
22,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
23,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
24,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
25,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
26,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
27,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
28,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
29,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
30,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
31,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
32,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
33,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
34,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
35,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
36,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
37,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
38,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
39,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
40,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
41,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
42,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
43,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
44,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
45,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
46,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
47,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
48,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
49,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
50,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
51,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
52,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
53,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
54,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
55,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
56,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
57,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
58,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
59,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
60,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
61,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
62,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
63,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
64,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
65,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
66,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
67,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
68,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
69,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
70,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
71,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
72,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
73,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
74,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
75,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
76,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
77,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
78,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
79,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
80,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
81,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
82,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
83,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
84,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
85,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
86,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
87,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
88,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
89,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
90,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
91,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
92,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
93,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
94,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
95,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
96,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
97,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
98,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
99,culane/driver_182_30frame/06011143_0165.MP4/00030.jpg,1
